Grammy,Year,Category,Main Artist,Artist,Cleaned Song or Album,Song or Album,Win,Cleaned Main Artist,Wiki URL,ArtistID,Song ID
54,2011,Best Rap Song,Lupe Fiasco,Lupe Fiasco,The Show Goes On,The Show Goes On,0,Lupe Fiasco,https://en.wikipedia.org/wiki/Lupe_Fiasco,A937,S63556
54,2011,Best Rap Song,Jay-Z,Jay-Z & Kanye West,Otis,Otis,0,Jayz,https://en.wikipedia.org/wiki/Jay-Z,A102,S67146
54,2011,Best Rap Song,Chris Brown,"Chris Brown, Lil Wayne & Busta Rhymes",Look At Me Now,Look At Me Now,0,Chris Brown,https://en.wikipedia.org/wiki/Chris_Brown,A865,S64710
54,2011,Best Rap Song,Dr. Dre,"Dr. Dre, Eminem & Skylar Grey",I Need A Doctor,I Need A Doctor,0,Dr Dre,https://en.wikipedia.org/wiki/Dr._Dre,A331,S64704
54,2011,Best Rap Song,Wiz Khalifa,Wiz Khalifa,Black And Yellow,Black And Yellow,0,Wiz Khalifa,https://en.wikipedia.org/wiki/Wiz_Khalifa,A1266,S62799
53,2010,Record Of The Year,Lady Antebellum,Lady Antebellum,Need You Now,Need You Now,1,Lady Antebellum,https://en.wikipedia.org/wiki/Lady_A,A1075,S57084
53,2010,Record Of The Year,Jay-Z,Jay-Z & Alicia Keys,Empire State Of Mind,Empire State Of Mind,0,Jayz,https://en.wikipedia.org/wiki/Jay-Z,A102,S57449
53,2010,Record Of The Year,Cee Lo Green,Cee Lo Green,Fuck You,Fuck You,0,Cee Lo Green,https://en.wikipedia.org/wiki/CeeLo_Green,A572,S62495
53,2010,Record Of The Year,Eminem,Eminem Featuring Rihanna,Love The Way You Lie,Love The Way You Lie,0,Eminem,https://en.wikipedia.org/wiki/Eminem,A220,S61501
53,2010,Record Of The Year,B.O.B,B.o.B Featuring Bruno Mars,Nothin' On You,Nothin' On You,0,Bob,https://en.wikipedia.org/wiki/B.o.B,A1217,S59488
53,2010,Song Of The Year,Lady Antebellum,Lady Antebellum,Need You Now,Need You Now,1,Lady Antebellum,https://en.wikipedia.org/wiki/Lady_A,A1075,S57084
53,2010,Song Of The Year,Eminem,Eminem Featuring Rihanna,Love The Way You Lie,Love The Way You Lie,0,Eminem,https://en.wikipedia.org/wiki/Eminem,A220,S61501
53,2010,Song Of The Year,Miranda Lambert,Miranda Lambert,The House That Built Me,The House That Built Me,0,Miranda Lambert,https://en.wikipedia.org/wiki/Miranda_Lambert,A890,S60297
53,2010,Song Of The Year,Cee Lo Green,Cee Lo Green,Fuck You,Fuck You,0,Cee Lo Green,https://en.wikipedia.org/wiki/CeeLo_Green,A572,S62495
53,2010,Song Of The Year,Ray Lamontagne,Ray LaMontagne And The Pariah Dogs,Beg Steal Or Borrow,Beg Steal Or Borrow,0,Ray Lamontagne,https://en.wikipedia.org/wiki/Ray_LaMontagne,A1136,S135832
53,2010,Best Rap Song,Jay-Z,Jay-Z & Alicia Keys,Empire State Of Mind,Empire State Of Mind,1,Jayz,https://en.wikipedia.org/wiki/Jay-Z,A102,S57449
53,2010,Best Rap Song,Jay-Z,Jay-Z & Swizz Beatz,On To The Next One,On To The Next One,0,Jayz,https://en.wikipedia.org/wiki/Jay-Z,A102,S59277
53,2010,Best Rap Song,B.O.B,B.o.B & Bruno Mars,Nothin' On You,Nothin' On You,0,Bob,https://en.wikipedia.org/wiki/B.o.B,A1217,S59488
53,2010,Best Rap Song,Eminem,Eminem,Not Afraid,Not Afraid,0,Eminem,https://en.wikipedia.org/wiki/Eminem,A220,S60800
53,2010,Best Rap Song,Eminem,Eminem & Rihanna,Love The Way You Lie,Love The Way You Lie,0,Eminem,https://en.wikipedia.org/wiki/Eminem,A220,S61501
52,2009,Record Of The Year,Kings Of Leon,Kings Of Leon,Use Somebody,Use Somebody,1,Kings Of Leon,https://en.wikipedia.org/wiki/Kings_of_Leon,A1133,S52485
52,2009,Record Of The Year,Taylor Swift,Taylor Swift,You Belong With Me,You Belong With Me,0,Taylor Swift,https://en.wikipedia.org/wiki/Taylor_Swift,A967,S53011
52,2009,Record Of The Year,Lady Gaga,Lady Gaga,Poker Face,Poker Face,0,Lady Gaga,https://en.wikipedia.org/wiki/Lady_Gaga,A1115,S53691
52,2009,Record Of The Year,The Black Eyed Peas,The Black Eyed Peas,I Gotta Feeling,I Gotta Feeling,0,The Black Eyed Peas,https://en.wikipedia.org/wiki/Black_Eyed_Peas,A480,S56101
52,2009,Record Of The Year,Beyoncé,Beyoncé,Halo,Halo,0,Beyonce,https://en.wikipedia.org/wiki/Beyonc%C3%A9,A669,S54192
52,2009,Song Of The Year,Beyoncé,Beyoncé,Single Ladies,Single Ladies (Put A Ring On It),1,Beyonce,https://en.wikipedia.org/wiki/Beyonc%C3%A9,A669,S52771
52,2009,Song Of The Year,Taylor Swift,Taylor Swift,You Belong With Me,You Belong With Me,0,Taylor Swift,https://en.wikipedia.org/wiki/Taylor_Swift,A967,S53011
52,2009,Song Of The Year,Kings Of Leon,Kings Of Leon,Use Somebody,Use Somebody,0,Kings Of Leon,https://en.wikipedia.org/wiki/Kings_of_Leon,A1133,S52485
52,2009,Song Of The Year,Maxwell,Maxwell,Pretty Wings,Pretty Wings,0,Maxwell,https://en.wikipedia.org/wiki/Maxwell_(musician),A245,S55588
52,2009,Song Of The Year,Lady Gaga,Lady Gaga,Poker Face,Poker Face,0,Lady Gaga,https://en.wikipedia.org/wiki/Lady_Gaga,A1115,S53691
52,2009,Best Rap Song,Jay-Z,"Jay-Z, Rihanna & Kanye West",Run This Town,Run This Town,1,Jayz,https://en.wikipedia.org/wiki/Jay-Z,A102,S56887
52,2009,Best Rap Song,Jay-Z,Jay-Z,D O A,D.O.A. (Death Of Auto-Tune),0,Jayz,https://en.wikipedia.org/wiki/Jay-Z,A102,S56323
52,2009,Best Rap Song,T.I.,T.I. & Justin Timberlake,Dead And Gone,Dead And Gone,0,Ti,https://en.wikipedia.org/wiki/T.I.,A688,S52575
52,2009,Best Rap Song,Kid Cudi,Kid Cudi,Day 'N' Nite,Day 'N' Nite,0,Kid Cudi,https://en.wikipedia.org/wiki/Kid_Cudi,A1150,S54087
52,2009,Best Rap Song,Drake,Drake,Best I Ever Had,Best I Ever Had,0,Drake,https://en.wikipedia.org/wiki/Drake_(musician),A1171,S55691
51,2008,Record Of The Year,Robert Plant,Robert Plant & Alison Krauss,Please Read The Letter,Please Read The Letter,1,Robert Plant,https://en.wikipedia.org/wiki/Robert_Plant,A2293,S135833
51,2008,Record Of The Year,M.I.A.,M.I.A,Paper Planes,Paper Planes,0,Mia,,A1112,S51454
51,2008,Record Of The Year,Leona Lewis,Leona Lewis,Bleeding Love,Bleeding Love,0,Leona Lewis,https://en.wikipedia.org/wiki/Leona_Lewis,A1067,S49284
51,2008,Record Of The Year,Coldplay,Coldplay,Viva La Vida,Viva La Vida,0,Coldplay,https://en.wikipedia.org/wiki/Coldplay,A473,S50414
51,2008,Record Of The Year,Adele,Adele,Chasing Pavements,Chasing Pavements,0,Adele,https://en.wikipedia.org/wiki/Adele,A1138,S52881
51,2008,Song Of The Year,Coldplay,Coldplay,Viva La Vida,Viva La Vida,1,Coldplay,https://en.wikipedia.org/wiki/Coldplay,A473,S50414
51,2008,Song Of The Year,Sara Bareilles,Sara Bareilles,Love Song,Love Song,0,Sara Bareilles,https://en.wikipedia.org/wiki/Sara_Bareilles,A1051,S47799
51,2008,Song Of The Year,Jason Mraz,Jason Mraz,I'M Yours,I'm Yours,0,Jason Mraz,https://en.wikipedia.org/wiki/Jason_Mraz,A663,S50192
51,2008,Song Of The Year,Adele,Adele,Chasing Pavements,Chasing Pavements,0,Adele,https://en.wikipedia.org/wiki/Adele,A1138,S52881
51,2008,Song Of The Year,Estelle,Estelle Featuring Kanye West,American Boy,American Boy,0,Estelle,https://en.wikipedia.org/wiki/Estelle_(musician),A1086,S50197
51,2008,Best Rap Song,Lil Wayne,Lil Wayne Featuring Static Major,Lollipop,Lollipop,1,Lil Wayne,https://en.wikipedia.org/wiki/Lil_Wayne,A334,S49684
51,2008,Best Rap Song,Jay-Z,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,Swagga Like Us,Swagga Like Us,0,Jayz,https://en.wikipedia.org/wiki/Jay-Z,A102,S52204
51,2008,Best Rap Song,Lupe Fiasco,Lupe Fiasco Featuring Matthew Santos,Superstar,Superstar,0,Lupe Fiasco,https://en.wikipedia.org/wiki/Lupe_Fiasco,A937,S48375
51,2008,Best Rap Song,Snoop Dogg,Snoop Dogg,Sexual Eruption,Sexual Eruption,0,Snoop Dogg,https://en.wikipedia.org/wiki/Snoop_Dogg,A17,S135834
51,2008,Best Rap Song,Flo Rida,Flo Rida Featuring T-Pain,Low,Low,0,Flo Rida,https://en.wikipedia.org/wiki/Flo_Rida,A1049,S47690
50,2007,Record Of The Year,Amy Winehouse,Amy Winehouse,Rehab,Rehab,1,Amy Winehouse,https://en.wikipedia.org/wiki/Amy_Winehouse,A1010,S44490
50,2007,Record Of The Year,Justin Timberlake,Justin Timberlake,What Goes Around…Comes Around,What Goes Around…Comes Around,0,Justin Timberlake,https://en.wikipedia.org/wiki/Justin_Timberlake,A608,S43063
50,2007,Record Of The Year,Rihanna,Rihanna Featuring Jay-Z,Umbrella,Umbrella,0,Rihanna,https://en.wikipedia.org/wiki/Rihanna,A843,S44890
50,2007,Record Of The Year,Foo Fighters,Foo Fighters,The Pretender,The Pretender,0,Foo Fighters,https://en.wikipedia.org/wiki/Foo_Fighters,A316,S46555
50,2007,Record Of The Year,Beyoncé,Beyoncé,Irreplaceable,Irreplaceable,0,Beyonce,https://en.wikipedia.org/wiki/Beyonc%C3%A9,A669,S42386
50,2007,Song Of The Year,Amy Winehouse,Amy Winehouse,Rehab,Rehab,1,Amy Winehouse,https://en.wikipedia.org/wiki/Amy_Winehouse,A1010,S44490
50,2007,Song Of The Year,Rihanna,Rihanna Featuring Jay-Z,Umbrella,Umbrella,0,Rihanna,https://en.wikipedia.org/wiki/Rihanna,A843,S44890
50,2007,Song Of The Year,Corinne Bailey Rae,Corinne Bailey Rae,Like A Star,Like A Star,0,Corinne Bailey Rae,https://en.wikipedia.org/wiki/Corinne_Bailey_Rae,A947,S44055
50,2007,Song Of The Year,Plain White T'S,Plain White T's,Hey There Delilah,Hey There Delilah,0,Plain White Ts,,A979,S44678
50,2007,Song Of The Year,Carrie Underwood,Carrie Underwood,Before He Cheats,Before He Cheats,0,Carrie Underwood,https://en.wikipedia.org/wiki/Carrie_Underwood,A848,S41691
50,2007,Best Rap Song,Kanye West,Kanye West Featuring T-Pain,Good Life,Good Life,1,Kanye West,https://en.wikipedia.org/wiki/Kanye_West,A717,S47013
50,2007,Best Rap Song,Soulja Boy Tell'Em,Soulja Boy Tell'Em,Crank That,Crank That (Soulja Boy),0,Soulja Boy Tellem,https://en.wikipedia.org/wiki/Soulja_Boy,A1035,S46146
50,2007,Best Rap Song,Kanye West,Kanye West,Can'T Tell Me Nothing,Can't Tell Me Nothing,0,Kanye West,https://en.wikipedia.org/wiki/Kanye_West,A717,S45579
50,2007,Best Rap Song,T.I.,T.I.,Big Things Poppin',Big Things Poppin' (Do It),0,Ti,https://en.wikipedia.org/wiki/T.I.,A688,S45429
50,2007,Best Rap Song,50 Cent,50 Cent Featuring Justin Timberlake & Timbaland,Ayo Technology,Ayo Technology,0,50 Cent,https://en.wikipedia.org/wiki/50_Cent,A626,S46521
49,2006,Record Of The Year,Dixie Chicks,Dixie Chicks,Not Ready To Make Nice,Not Ready To Make Nice,1,Dixie Chicks,https://en.wikipedia.org/wiki/The_Chicks,A78,S39727
49,2006,Record Of The Year,Corinne Bailey Rae,Corinne Bailey Rae,Put Your Records On,Put Your Records On,0,Corinne Bailey Rae,https://en.wikipedia.org/wiki/Corinne_Bailey_Rae,A947,S40793
49,2006,Record Of The Year,Gnarls Barkley,Gnarls Barkley,Crazy,Crazy,0,Gnarls Barkley,https://en.wikipedia.org/wiki/Gnarls_Barkley,A929,S39990
49,2006,Record Of The Year,James Blunt,James Blunt,You'Re Beautiful,You're Beautiful,0,James Blunt,https://en.wikipedia.org/wiki/James_Blunt,A881,S37287
49,2006,Record Of The Year,Mary J. Blige,Mary J. Blige,Be Without You,Be Without You,0,Mary J Blige,https://en.wikipedia.org/wiki/Mary_J._Blige,A285,S37492
49,2006,Song Of The Year,Dixie Chicks,Dixie Chicks,Not Ready To Make Nice,Not Ready To Make Nice,1,Dixie Chicks,https://en.wikipedia.org/wiki/The_Chicks,A78,S39727
49,2006,Song Of The Year,James Blunt,James Blunt,You'Re Beautiful,You're Beautiful,0,James Blunt,https://en.wikipedia.org/wiki/James_Blunt,A881,S37287
49,2006,Song Of The Year,Corinne Bailey Rae,Corinne Bailey Rae,Put Your Records On,Put Your Records On,0,Corinne Bailey Rae,https://en.wikipedia.org/wiki/Corinne_Bailey_Rae,A947,S40793
49,2006,Song Of The Year,Carrie Underwood,Carrie Underwood,Jesus Take The Wheel,"Jesus, Take The Wheel",0,Carrie Underwood,https://en.wikipedia.org/wiki/Carrie_Underwood,A848,S37347
49,2006,Song Of The Year,Mary J. Blige,Mary J. Blige,Be Without You,Be Without You,0,Mary J Blige,https://en.wikipedia.org/wiki/Mary_J._Blige,A285,S37492
49,2006,Best Rap Song,Ludacris,Ludacris Featuring Pharrell,Money Maker,Money Maker,1,Ludacris,https://en.wikipedia.org/wiki/Ludacris,A423,S41395
49,2006,Best Rap Song,T.I.,T.I.,What You Know,What You Know,0,Ti,https://en.wikipedia.org/wiki/T.I.,A688,S39082
49,2006,Best Rap Song,Chamillionaire,Chamillionaire Featuring Krayzie Bone,Ridin,Ridin,0,Chamillionaire,https://en.wikipedia.org/wiki/Chamillionaire,A879,S38887
49,2006,Best Rap Song,Lupe Fiasco,Lupe Fiasco,Kick Push,"Kick, Push",0,Lupe Fiasco,https://en.wikipedia.org/wiki/Lupe_Fiasco,A937,S40378
49,2006,Best Rap Song,Yung Joc,Yung Joc,It'S Goin' Down,It's Goin' Down,0,Yung Joc,https://en.wikipedia.org/wiki/Yung_Joc,A917,S39494
48,2005,Record Of The Year,Green Day,Green Day,Boulevard Of Broken Dreams,Boulevard Of Broken Dreams,1,Green Day,https://en.wikipedia.org/wiki/Green_Day,A786,S32270
48,2005,Record Of The Year,Kanye West,Kanye West,Gold Digger,Gold Digger,0,Kanye West,https://en.wikipedia.org/wiki/Kanye_West,A717,S35791
48,2005,Record Of The Year,Gwen Stefani,Gwen Stefani,Hollaback Girl,Hollaback Girl,0,Gwen Stefani,https://en.wikipedia.org/wiki/Gwen_Stefani,A796,S34081
48,2005,Record Of The Year,Gorillaz,Gorillaz Featuring De La Soul,Feel Good Inc,Feel Good Inc.,0,Gorillaz,https://en.wikipedia.org/wiki/Gorillaz,A519,S34873
48,2005,Record Of The Year,Mariah Carey,Mariah Carey,We Belong Together,We Belong Together,0,Mariah Carey,https://en.wikipedia.org/wiki/Mariah_Carey,A210,S34280
48,2005,Song Of The Year,U2,U2,Sometimes You Can'T Make It On Your Own,Sometimes You Can't Make It On Your Own,1,U2,https://en.wikipedia.org/wiki/U2,A166,S34298
48,2005,Song Of The Year,Mariah Carey,Mariah Carey,We Belong Together,We Belong Together,0,Mariah Carey,https://en.wikipedia.org/wiki/Mariah_Carey,A210,S34280
48,2005,Song Of The Year,John Legend,John Legend,Ordinary People,Ordinary People,0,John Legend,https://en.wikipedia.org/wiki/John_Legend,A794,S32872
48,2005,Song Of The Year,Bruce Springsteen,Bruce Springsteen,Devils & Dust,Devils & Dust,0,Bruce Springsteen,https://en.wikipedia.org/wiki/Bruce_Springsteen,A604,S34271
48,2005,Song Of The Year,Rascal Flatts,Rascal Flatts,Bless The Broken Road,Bless The Broken Road,0,Rascal Flatts,https://en.wikipedia.org/wiki/Rascal_Flatts,A383,S32565
48,2005,Best Rap Song,Kanye West,Kanye West,Diamonds From Sierra Leone,Diamonds From Sierra Leone,1,Kanye West,https://en.wikipedia.org/wiki/Kanye_West,A717,S34793
48,2005,Best Rap Song,Missy Elliott,Missy Elliott Featuring Ciara & Fat Man Scoop,Lose Control,Lose Control,0,Missy Elliott,https://en.wikipedia.org/wiki/Missy_Elliott,A260,S34785
48,2005,Best Rap Song,The Game,The Game Featuring 50 Cent,Hate It Or Love It,Hate It Or Love It,0,The Game,https://en.wikipedia.org/wiki/The_Game_(rapper),A798,S33384
48,2005,Best Rap Song,The Black Eyed Peas,The Black Eyed Peas,Don'T Phunk With My Heart,Don't Phunk With My Heart,0,The Black Eyed Peas,https://en.wikipedia.org/wiki/Black_Eyed_Peas,A480,S34396
48,2005,Best Rap Song,50 Cent,50 Cent Featuring Olivia,Candy Shop,Candy Shop,0,50 Cent,https://en.wikipedia.org/wiki/50_Cent,A626,S33252
47,2004,Record Of The Year,Ray Charles,Ray Charles & Norah Jones,Here We Go Again,Here We Go Again,1,Ray Charles,https://en.wikipedia.org/wiki/Ray_Charles,A2297,S92
47,2004,Record Of The Year,Usher,Usher Featuring Lil Jon & Ludacris,Yeah!,Yeah!,0,Usher,https://en.wikipedia.org/wiki/Usher_(musician),A3,S27652
47,2004,Record Of The Year,Los Lonely Boys,Los Lonely Boys,Heaven,Heaven,0,Los Lonely Boys,https://en.wikipedia.org/wiki/Los_Lonely_Boys,A753,S29466
47,2004,Record Of The Year,Green Day,Green Day,American Idiot,American Idiot,0,Green Day,https://en.wikipedia.org/wiki/Green_Day,A786,S30876
47,2004,Record Of The Year,The Black Eyed Peas,The Black Eyed Peas,Let'S Get It Started,Let's Get It Started,0,The Black Eyed Peas,https://en.wikipedia.org/wiki/Black_Eyed_Peas,A480,S30651
47,2004,Song Of The Year,John Mayer,John Mayer,Daughters,Daughters,1,John Mayer,https://en.wikipedia.org/wiki/John_Mayer,A588,S31967
47,2004,Song Of The Year,Hoobastank,Hoobastank,The Reason,The Reason,0,Hoobastank,https://en.wikipedia.org/wiki/Hoobastank,A562,S28661
47,2004,Song Of The Year,Tim Mcgraw,Tim McGraw,Live Like You Were Dying,Live Like You Were Dying,0,Tim Mcgraw,https://en.wikipedia.org/wiki/Tim_McGraw,A175,S29872
47,2004,Song Of The Year,Kanye West,Kanye West,Jesus Walks,Jesus Walks,0,Kanye West,https://en.wikipedia.org/wiki/Kanye_West,A717,S29367
47,2004,Song Of The Year,Alicia Keys,Alicia Keys,If I Ain'T Got You,If I Ain't Got You,0,Alicia Keys,https://en.wikipedia.org/wiki/Alicia_Keys,A500,S28463
47,2004,Best Rap Song,Kanye West,Kanye West,Jesus Walks,Jesus Walks,1,Kanye West,https://en.wikipedia.org/wiki/Kanye_West,A717,S29367
47,2004,Best Rap Song,Jay-Z,Jay-Z,99 Problems,99 Problems,0,Jayz,https://en.wikipedia.org/wiki/Jay-Z,A102,S29393
47,2004,Best Rap Song,The Black Eyed Peas,The Black Eyed Peas,Let'S Get It Started,Let's Get It Started,0,The Black Eyed Peas,https://en.wikipedia.org/wiki/Black_Eyed_Peas,A480,S30651
47,2004,Best Rap Song,The Black Eyed Peas,The Black Eyed Peas,Hey Mama,Hey Mama,0,The Black Eyed Peas,https://en.wikipedia.org/wiki/Black_Eyed_Peas,A480,S28966
47,2004,Best Rap Song,Snoop Dogg,Snoop Dogg & Pharrell,Drop It Like It'S Hot,Drop It Like It's Hot,0,Snoop Dogg,https://en.wikipedia.org/wiki/Snoop_Dogg,A17,S31450
46,2003,Record Of The Year,Coldplay,Coldplay,Clocks,Clocks,1,Coldplay,https://en.wikipedia.org/wiki/Coldplay,A473,S22766
46,2003,Record Of The Year,Outkast,OutKast,Hey Ya!,Hey Ya!,0,Outkast,https://en.wikipedia.org/wiki/Outkast,A173,S26456
46,2003,Record Of The Year,Eminem,Eminem,Lose Yourself,Lose Yourself,0,Eminem,https://en.wikipedia.org/wiki/Eminem,A220,S21042
46,2003,Record Of The Year,The Black Eyed Peas,The Black Eyed Peas & Justin Timberlake,Where Is The Love,Where Is The Love,0,The Black Eyed Peas,https://en.wikipedia.org/wiki/Black_Eyed_Peas,A480,S24668
46,2003,Record Of The Year,Beyoncé,Beyoncé Featuring Jay-Z,Crazy In Love,Crazy In Love,0,Beyonce,https://en.wikipedia.org/wiki/Beyonc%C3%A9,A669,S24357
46,2003,Song Of The Year,Luther Vandross,Luther Vandross,Dance With My Father,Dance With My Father,1,Luther Vandross,https://en.wikipedia.org/wiki/Luther_Vandross,A509,S24870
46,2003,Song Of The Year,Eminem,Eminem,Lose Yourself,Lose Yourself,0,Eminem,https://en.wikipedia.org/wiki/Eminem,A220,S21042
46,2003,Song Of The Year,Warren Zevon,Warren Zevon,Keep Me In Your Heart,Keep Me In Your Heart,0,Warren Zevon,https://en.wikipedia.org/wiki/Warren_Zevon,A2298,S135836
46,2003,Song Of The Year,Avril Lavigne,Avril Lavigne,I'M With You,I'm With You,0,Avril Lavigne,https://en.wikipedia.org/wiki/Avril_Lavigne,A589,S21962
46,2003,Song Of The Year,Christina Aguilera,Christina Aguilera,Beautiful,Beautiful,0,Christina Aguilera,https://en.wikipedia.org/wiki/Christina_Aguilera,A275,	S21761
46,2003,Best Rap Song,Eminem,Eminem,Lose Yourself,Lose Yourself,1,Eminem,https://en.wikipedia.org/wiki/Eminem,A220,S21042
46,2003,Best Rap Song,Missy Elliott,Missy Elliott,Work It,Work It,0,Missy Elliott,https://en.wikipedia.org/wiki/Missy_Elliott,A260,S20774
46,2003,Best Rap Song,50 Cent,50 Cent,In Da Club,In Da Club,0,50 Cent,https://en.wikipedia.org/wiki/50_Cent,A626,S22466
46,2003,Best Rap Song,Jay-Z,Jay-Z Featuring Pharrell Williams,Excuse Me Miss,Excuse Me Miss,0,Jayz,https://en.wikipedia.org/wiki/Jay-Z,A102,S22952
46,2003,Best Rap Song,Snoop Dogg,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,Beautiful,Beautiful,0,Snoop Dogg,https://en.wikipedia.org/wiki/Snoop_Dogg,A17,S22868
45,2002,Record Of The Year,Norah Jones,Norah Jones,Don'T Know Why,Don't Know Why,1,Norah Jones,https://en.wikipedia.org/wiki/Norah_Jones,A613,S20977
45,2002,Record Of The Year,Nickelback,Nickelback,How You Remind Me,How You Remind Me,0,Nickelback,https://en.wikipedia.org/wiki/Nickelback,A528,S15474
45,2002,Record Of The Year,Nelly,Nelly Featuring Kelly Rowland,Dilemma,Dilemma,0,Nelly,https://en.wikipedia.org/wiki/Nelly,A381,S19853
45,2002,Record Of The Year,Eminem,Eminem,Without Me,Without Me,0,Eminem,https://en.wikipedia.org/wiki/Eminem,A220,S18943
45,2002,Record Of The Year,Vanessa Carlton,Vanessa Carlton,A Thousand Miles,A Thousand Miles,0,Vanessa Carlton,https://en.wikipedia.org/wiki/Vanessa_Carlton,A563,S17979
45,2002,Song Of The Year,Norah Jones,Norah Jones,Don'T Know Why,Don't Know Why,1,Norah Jones,https://en.wikipedia.org/wiki/Norah_Jones,A613,S20977
45,2002,Song Of The Year,Alan Jackson,Alan Jackson,Where Were You,Where Were You (When The World Stopped Turning),0,Alan Jackson,https://en.wikipedia.org/wiki/Alan_Jackson,A159,S16561
45,2002,Song Of The Year,Vanessa Carlton,Vanessa Carlton,A Thousand Miles,A Thousand Miles,0,Vanessa Carlton,https://en.wikipedia.org/wiki/Vanessa_Carlton,A563,S17979
45,2002,Song Of The Year,Bruce Springsteen,Bruce Springsteen,The Rising,The Rising,0,Bruce Springsteen,https://en.wikipedia.org/wiki/Bruce_Springsteen,A604,S20151
45,2002,Song Of The Year,Avril Lavigne,Avril Lavigne,Complicated,Complicated,0,Avril Lavigne,https://en.wikipedia.org/wiki/Avril_Lavigne,A589,S19267
44,2001,Record Of The Year,U2,U2,Walk On,Walk On,1,U2,https://en.wikipedia.org/wiki/U2,A166,S135837
44,2001,Record Of The Year,Train,Train,Drops Of Jupiter,Drops Of Jupiter,0,Train,https://en.wikipedia.org/wiki/Train_(band),A312,S12976
44,2001,Record Of The Year,Outkast,OutKast,Ms Jackson,Ms. Jackson,0,Outkast,https://en.wikipedia.org/wiki/Outkast,A173,S11154
44,2001,Record Of The Year,Alicia Keys,Alicia Keys,Fallin',Fallin',0,Alicia Keys,https://en.wikipedia.org/wiki/Alicia_Keys,A500,S14297
44,2001,Record Of The Year,India.Arie,India.Arie,Video,Video,0,Indiaarie,https://en.wikipedia.org/wiki/India_Arie,A481,S13179
44,2001,Song Of The Year,Alicia Keys,Alicia Keys,Fallin',Fallin',1,Alicia Keys,https://en.wikipedia.org/wiki/Alicia_Keys,A500,S14297
44,2001,Song Of The Year,India.Arie,India.Arie,Video,Video,0,Indiaarie,https://en.wikipedia.org/wiki/India_Arie,A481,S13179
44,2001,Song Of The Year,U2,U2,Stuck In A Moment You Can'T Get Out Of,Stuck In A Moment You Can't Get Out Of,0,U2,https://en.wikipedia.org/wiki/U2,A166,S15761
44,2001,Song Of The Year,Nelly Furtado,Nelly Furtado,I'M Like A Bird,I'm Like A Bird,0,Nelly Furtado,https://en.wikipedia.org/wiki/Nelly_Furtado,A467,S12765
44,2001,Song Of The Year,Train,Train,Drops Of Jupiter,Drops Of Jupiter,0,Train,https://en.wikipedia.org/wiki/Train_(band),A312,S12976
43,2000,Record Of The Year,U2,U2,Beautiful Day,Beautiful Day,1,U2,https://en.wikipedia.org/wiki/U2,A166,S10674
43,2000,Record Of The Year,Destiny'S Child,Destiny's Child,Say My Name,Say My Name ,0,Destinys Child,,A270,S6582
43,2000,Record Of The Year,Madonna,Madonna,Music,Music ,0,Madonna,https://en.wikipedia.org/wiki/Madonna,A37,S9840
43,2000,Record Of The Year,Macy Gray,Macy Gray,I Try,I Try ,0,Macy Gray,https://en.wikipedia.org/wiki/Macy_Gray,A352,S7367
43,2000,Record Of The Year,N Sync,N Sync,Bye Bye Bye,Bye Bye Bye ,0,N Sync,https://en.wikipedia.org/wiki/NSYNC,A161,S7041
43,2000,Song Of The Year,U2,U2,Beautiful Day,Beautiful Day,1,U2,https://en.wikipedia.org/wiki/U2,A166,S10674
43,2000,Song Of The Year,Destiny'S Child,Destiny's Child,Say My Name,Say My Name ,0,Destinys Child,,A270,S6582
43,2000,Song Of The Year,Macy Gray,Macy Gray,I Try,I Try ,0,Macy Gray,https://en.wikipedia.org/wiki/Macy_Gray,A352,S7367
43,2000,Song Of The Year,Lee Ann Womack,Lee Ann Womack,I Hope You Dance,I Hope You Dance ,0,Lee Ann Womack,https://en.wikipedia.org/wiki/Lee_Ann_Womack,A109,S8582
43,2000,Song Of The Year,Faith Hill,Faith Hill,Breathe,Breathe ,0,Faith Hill,https://en.wikipedia.org/wiki/Faith_Hill,A12,S5880
